20:06:04,50.0,50.0,Chicago Cubs,Miami Marlins,Top
20:07:03,50.0,50.0,Chicago Cubs,Miami Marlins,Top
20:08:03,53.7,46.3,Chicago Cubs,Miami Marlins,Top
20:09:03,53.7,46.3,Chicago Cubs,Miami Marlins,Middle
20:10:03,53.7,46.3,Chicago Cubs,Miami Marlins,Middle
20:11:03,53.7,46.3,Chicago Cubs,Miami Marlins,Middle
20:12:03,54.7,45.3,Chicago Cubs,Miami Marlins,Bottom
20:13:03,64.9,35.099999999999994,Chicago Cubs,Miami Marlins,Bottom
20:14:03,64.9,35.099999999999994,Chicago Cubs,Miami Marlins,Bottom
20:15:03,64.9,35.099999999999994,Chicago Cubs,Miami Marlins,Bottom
20:16:03,64.9,35.099999999999994,Chicago Cubs,Miami Marlins,Bottom
20:17:03,67.9,32.099999999999994,Chicago Cubs,Miami Marlins,Bottom
20:18:04,65.1,34.900000000000006,Chicago Cubs,Miami Marlins,Bottom
20:19:03,62.8,37.2,Chicago Cubs,Miami Marlins,Bottom
20:20:04,62.8,37.2,Chicago Cubs,Miami Marlins,End
20:21:03,62.8,37.2,Chicago Cubs,Miami Marlins,End
20:22:03,62.8,37.2,Chicago Cubs,Miami Marlins,End
20:23:03,60.8,39.2,Chicago Cubs,Miami Marlins,Top
20:24:03,63.2,36.8,Chicago Cubs,Miami Marlins,Top
20:25:04,63.2,36.8,Chicago Cubs,Miami Marlins,Top
20:26:03,63.2,36.8,Chicago Cubs,Miami Marlins,Top
20:27:03,64.9,35.099999999999994,Chicago Cubs,Miami Marlins,Middle
20:28:03,64.9,35.099999999999994,Chicago Cubs,Miami Marlins,Middle
20:29:03,64.9,35.099999999999994,Chicago Cubs,Miami Marlins,Bottom
20:30:03,66.0,34.0,Chicago Cubs,Miami Marlins,Bottom
20:31:03,64.0,36.0,Chicago Cubs,Miami Marlins,Bottom
20:32:04,64.0,36.0,Chicago Cubs,Miami Marlins,Bottom
20:33:03,64.0,36.0,Chicago Cubs,Miami Marlins,Bottom
20:34:03,62.6,37.4,Chicago Cubs,Miami Marlins,Bottom
20:35:04,62.6,37.4,Chicago Cubs,Miami Marlins,Bottom
20:36:03,62.6,37.4,Chicago Cubs,Miami Marlins,Bottom
20:37:03,63.8,36.2,Chicago Cubs,Miami Marlins,Bottom
20:38:03,63.8,36.2,Chicago Cubs,Miami Marlins,Bottom
20:39:03,63.8,36.2,Chicago Cubs,Miami Marlins,End
20:40:03,63.8,36.2,Chicago Cubs,Miami Marlins,End
20:41:03,63.8,36.2,Chicago Cubs,Miami Marlins,End
20:42:03,61.7,38.3,Chicago Cubs,Miami Marlins,Top
20:43:03,57.4,42.6,Chicago Cubs,Miami Marlins,Top
20:44:03,57.4,42.6,Chicago Cubs,Miami Marlins,Top
20:45:04,57.4,42.6,Chicago Cubs,Miami Marlins,Top
20:46:04,57.4,42.6,Chicago Cubs,Miami Marlins,Top
20:47:03,51.4,48.6,Chicago Cubs,Miami Marlins,Top
20:48:03,51.4,48.6,Chicago Cubs,Miami Marlins,Top
20:49:03,51.4,48.6,Chicago Cubs,Miami Marlins,Top
20:50:04,49.8,50.2,Chicago Cubs,Miami Marlins,Top
20:51:03,49.8,50.2,Chicago Cubs,Miami Marlins,Top
20:52:03,49.8,50.2,Chicago Cubs,Miami Marlins,Top
20:53:03,39.0,61.0,Chicago Cubs,Miami Marlins,Top
20:54:04,39.0,61.0,Chicago Cubs,Miami Marlins,Top
20:55:03,39.0,61.0,Chicago Cubs,Miami Marlins,Top
20:56:03,39.0,61.0,Chicago Cubs,Miami Marlins,Top
20:57:03,14.7,85.3,Chicago Cubs,Miami Marlins,Middle
20:58:04,14.7,85.3,Chicago Cubs,Miami Marlins,Middle
20:59:03,14.7,85.3,Chicago Cubs,Miami Marlins,Middle
21:00:04,15.2,84.8,Chicago Cubs,Miami Marlins,Bottom
21:01:03,15.2,84.8,Chicago Cubs,Miami Marlins,Bottom
21:02:03,22.4,77.6,Chicago Cubs,Miami Marlins,Bottom
21:03:03,20.1,79.9,Chicago Cubs,Miami Marlins,Bottom
21:04:03,20.1,79.9,Chicago Cubs,Miami Marlins,Bottom
21:05:03,20.1,79.9,Chicago Cubs,Miami Marlins,Bottom
21:06:03,18.5,81.5,Chicago Cubs,Miami Marlins,Bottom
21:07:04,20.6,79.4,Chicago Cubs,Miami Marlins,Bottom
21:08:03,20.6,79.4,Chicago Cubs,Miami Marlins,Bottom
21:09:03,20.6,79.4,Chicago Cubs,Miami Marlins,Bottom
21:10:03,21.9,78.1,Chicago Cubs,Miami Marlins,Bottom
21:11:04,21.9,78.1,Chicago Cubs,Miami Marlins,End
21:12:03,21.9,78.1,Chicago Cubs,Miami Marlins,End
21:13:03,21.9,78.1,Chicago Cubs,Miami Marlins,Top
21:14:03,21.9,78.1,Chicago Cubs,Miami Marlins,Top
21:15:04,21.9,78.1,Chicago Cubs,Miami Marlins,Top
21:16:04,18.8,81.2,Chicago Cubs,Miami Marlins,Top
21:17:03,17.5,82.5,Chicago Cubs,Miami Marlins,Top
21:18:04,17.5,82.5,Chicago Cubs,Miami Marlins,Middle
